fecha,tipo,categoria,concepto,monto,metodo,relacionado_con,notas,_fila_origen,_confianza,_nota,_pregunta_pendiente
2026-05-16,gasto,Gasto,Impresiones Centrika,1250,,,,Contabilidad v1/Transacciones/R727,alta,,
2026-05-16,ingreso,Ingreso,Conversion cash a cuenta,1500,efectivo,,,Contabilidad v1/Transacciones/R728,alta,,
2026-05-16,gasto,Gasto,Conversion cash a cuenta,1500,efectivo,Efectivo,,Contabilidad v1/Transacciones/R729,alta,,
2026-05-16,pago_deuda,Pago Deuda,Pago Deuda Fer,16593.1,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R730,media,,Q-FIN
2026-05-17,ingreso,Ingreso,Ingreso Oswaldo Expo,1000,,,,Contabilidad v1/Transacciones/R731,alta,,
2026-05-17,gasto,Gasto,Mercado Pago,40.60000000000002,transferencia,,,Contabilidad v1/Transacciones/R732,alta,,
2026-05-17,ingreso,Ingreso,Ingreso Separación Expo,1000,,,,Contabilidad v1/Transacciones/R733,alta,,
2026-05-17,gasto,Gasto,Mercado Pago,40.60000000000002,transferencia,,,Contabilidad v1/Transacciones/R734,alta,,
2026-05-17,ingreso,Ingreso,Ingreso Separación Expo,1000,,,,Contabilidad v1/Transacciones/R735,alta,,
2026-05-17,gasto,Gasto,Mercado Pago,40.60000000000002,transferencia,,,Contabilidad v1/Transacciones/R736,alta,,
2026-05-17,ingreso,Ingreso,Ingreso Separación Expo,1000,,,,Contabilidad v1/Transacciones/R737,alta,,
2026-05-17,gasto,Gasto,Mercado Pago,40.60000000000002,transferencia,,,Contabilidad v1/Transacciones/R738,alta,,
2026-05-22,ingreso,Ingreso,Liquidación Luna,28000,,,,Contabilidad v1/Transacciones/R739,alta,,
2026-05-22,gasto,Gasto,Gasto MP Luna,1136.7999999999993,,,,Contabilidad v1/Transacciones/R740,alta,,
2026-05-17,ingreso,Ingreso,Ingreso Separación Expo Luis Daniel Luna,1000,,,,Contabilidad v1/Transacciones/R741,alta,,
2026-05-17,ingreso,Ingreso,Ingreso Separación Expo,1000,,Efectivo,,Contabilidad v1/Transacciones/R742,alta,,
2026-05-17,ingreso,Ingreso,Ingreso Separación Expo,1000,,Efectivo,,Contabilidad v1/Transacciones/R743,alta,,
2026-05-19,gasto,Gasto,Expo tu Boda Jorge,12200,,,,Contabilidad v1/Transacciones/R744,alta,,
2026-05-18,deuda,Deuda,Lambrin,4392,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R745,media,,Q-FIN
2026-05-18,gasto,Gasto,Lambrin,4392,,,,Contabilidad v1/Transacciones/R746,alta,,
2026-05-18,deuda,Deuda,Fredy mamadas,4693,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R747,media,,Q-FIN
2026-05-18,gasto,Gasto,Fredy mamadas,4693,,,,Contabilidad v1/Transacciones/R748,alta,,
2026-05-18,deuda,Deuda,Flete Lambrin,1500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R749,media,,Q-FIN
2026-05-18,gasto,Gasto,Flete Lambrin,1500,,,,Contabilidad v1/Transacciones/R750,alta,,
2026-05-22,deuda,Deuda,Nominas,22400,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R751,media,,Q-FIN
2026-05-22,gasto,Gasto,Nominas,22400,,,,Contabilidad v1/Transacciones/R752,alta,,
2026-05-22,deuda,Deuda,Electricos y varios,44000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R753,media,,Q-FIN
2026-05-22,gasto,Gasto,Electricos y varios,44000,,,,Contabilidad v1/Transacciones/R754,alta,,
2026-05-27,deuda,Deuda,Merlo Varios,16000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R755,media,,Q-FIN
2026-05-27,gasto,Gasto,Merlo Varios,16000,,,,Contabilidad v1/Transacciones/R756,alta,,
2026-05-29,deuda,Deuda,Merlo sueldo y varios,34700,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R757,media,,Q-FIN
2026-05-29,gasto,Gasto,Merlo sueldo y varios,34700,,,,Contabilidad v1/Transacciones/R758,alta,,
2026-05-17,deuda,Deuda,Estacionamiento Expo,100,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R759,media,,Q-FIN
2026-05-17,gasto,Gasto,Estacionamiento Expo,100,,,,Contabilidad v1/Transacciones/R760,alta,,
2026-05-23,deuda,Deuda,Gemas,2500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R761,media,,Q-FIN
2026-05-23,gasto,Gasto,Gemas,2500,,,,Contabilidad v1/Transacciones/R762,alta,,
2026-06-03,deuda,Deuda,Renta,60000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R763,media,,Q-FIN
2026-06-03,gasto,Gasto,Renta,60000,,,,Contabilidad v1/Transacciones/R764,alta,,
2026-06-03,deuda,Deuda,Prisma Eventos,21500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R765,media,,Q-FIN
2026-06-03,gasto,Gasto,Prisma Eventos,21500,,,,Contabilidad v1/Transacciones/R766,alta,,
2026-06-04,deuda,Deuda,Transferencia vidrio test,21500,transferencia,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R767,media,,Q-FIN
2026-06-04,gasto,Gasto,Transferencia vidrio test,21500,transferencia,,,Contabilidad v1/Transacciones/R768,alta,,
2026-06-05,deuda,Deuda,Gemas China,5352.19,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R769,media,,Q-FIN
2026-06-05,gasto,Gasto,Gemas China,5352.19,,,,Contabilidad v1/Transacciones/R770,alta,,
2026-06-02,deuda,Deuda,Mesas Plegables,729,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R771,media,,Q-FIN
2026-06-02,gasto,Gasto,Mesas Plegables,729,,,,Contabilidad v1/Transacciones/R772,alta,,
2026-06-02,deuda,Deuda,Monitor seguridad,1399,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R773,media,,Q-FIN
2026-06-02,gasto,Gasto,Monitor seguridad,1399,,,,Contabilidad v1/Transacciones/R774,alta,,
2026-06-02,deuda,Deuda,Bases tele,512.8,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R775,media,,Q-FIN
2026-06-02,gasto,Gasto,Bases tele,512.8,,,,Contabilidad v1/Transacciones/R776,alta,,
2026-06-02,deuda,Deuda,Televisión 2,8397,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R777,media,,Q-FIN
2026-06-02,gasto,Gasto,Televisión 2,8397,,,,Contabilidad v1/Transacciones/R778,alta,,
2026-06-06,gasto,Gasto,Conversion cash a cuenta,2000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R779,alta,,
2026-06-06,ingreso,Ingreso,Conversion cash a cuenta,2000,efectivo,,,Contabilidad v1/Transacciones/R780,alta,,
2026-06-06,pago_deuda,Pago Deuda,Deuda Fer blanquear cuentas,21500.8,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R781,media,,Q-FIN
2026-06-06,deuda,Deuda,Jorge Stand,15000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R782,media,,Q-FIN
2026-06-06,gasto,Gasto,Jorge Stand,15000,,,,Contabilidad v1/Transacciones/R783,alta,,
2026-06-06,ingreso,Ingreso,Anticipo Luis Saucedo argollas,1000,,,,Contabilidad v1/Transacciones/R784,alta,,
2026-06-06,ingreso,Ingreso,Anticipo Negociadora Mariel Lopez,5000,,,,Contabilidad v1/Transacciones/R785,alta,,
2026-06-06,ingreso,Ingreso,Anticipo Negociadora Mariel Lopez,5000,,,,Contabilidad v1/Transacciones/R786,alta,,
2026-06-06,ingreso,Ingreso,Anticipo Negociadora Mariel Lopez,5000,,,,Contabilidad v1/Transacciones/R787,alta,,
2026-06-06,gasto,Gasto,Pago Jorge Liquidación Expo,9000,,,,Contabilidad v1/Transacciones/R788,alta,,
2026-06-07,ingreso,Ingreso,Ingreso Edson Argollas,12000,,,,Contabilidad v1/Transacciones/R789,alta,,
2026-06-07,deuda,Deuda,Chino diseño,1079.39,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R790,media,,Q-FIN
2026-06-07,gasto,Gasto,Chino diseño,1079.39,,,,Contabilidad v1/Transacciones/R791,alta,,
2026-06-07,deuda,Deuda,Parkeo Expos,254,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R792,media,,Q-FIN
2026-06-07,gasto,Gasto,Parkeo Expos,254,,,,Contabilidad v1/Transacciones/R793,alta,,
2026-06-07,deuda,Deuda,Pilas Expos,100,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R794,media,,Q-FIN
2026-06-07,gasto,Gasto,Pilas Expos,100,,,,Contabilidad v1/Transacciones/R795,alta,,
2026-06-07,deuda,Deuda,Wifi Fer,125,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R796,media,,Q-FIN
2026-06-07,gasto,Gasto,Wifi Fer,125,,,,Contabilidad v1/Transacciones/R797,alta,,
2026-06-07,ingreso,Ingreso,Cecia Argollas separación,1000,,Efectivo,,Contabilidad v1/Transacciones/R798,alta,,
2026-06-07,ingreso,Ingreso,Argolla zafiro,1000,,,,Contabilidad v1/Transacciones/R799,alta,,
2026-06-07,gasto,Gasto,Gasto MP Argolla Zafiro,40.599999999999994,,,,Contabilidad v1/Transacciones/R800,alta,,
2026-06-07,deuda,Deuda,OXXO Expos,836.9,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R801,media,,Q-FIN
2026-06-07,gasto,Gasto,OXXO Expos,836.9,,,,Contabilidad v1/Transacciones/R802,alta,,
2026-06-13,deuda,Deuda,Claude Creditos,344.14,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R803,media,,Q-FIN
2026-06-13,gasto,Gasto,Claude Creditos,344.14,,,,Contabilidad v1/Transacciones/R804,alta,,
2026-06-08,deuda,Deuda,Salva Negocio Oro,20000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R805,media,,Q-FIN
2026-06-08,gasto,Costo,Gasto Oro,17525,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R806,alta,,
2026-06-08,gasto,Costo,Agustin pago trabajo,6000,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R807,alta,,
2026-06-08,deuda,Deuda,Deuda Fer,3525,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R808,media,,Q-FIN
2026-06-13,deuda,Deuda,Vidriero,22100,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R809,media,,Q-FIN
2026-06-13,deuda,Deuda,Rayas,15900,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R810,media,,Q-FIN
2026-06-13,gasto,Gasto,Vidriero,22100,,,,Contabilidad v1/Transacciones/R811,alta,,
2026-06-13,gasto,Gasto,Rayas,15900,,,,Contabilidad v1/Transacciones/R812,alta,,
2026-06-30,deuda,Deuda,Hielo,380,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R813,media,,Q-FIN
2026-06-30,deuda,Deuda,AI,900,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R814,media,,Q-FIN
2026-06-30,deuda,Deuda,Muebles,4700,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R815,media,,Q-FIN
2026-06-29,ingreso,Ingreso,Liqudación abogada funky,33625,,,,Contabilidad v1/Transacciones/R816,alta,,
2026-06-30,ingreso,Ingreso,Churumbela Manolo,9750,,,,Contabilidad v1/Transacciones/R817,alta,,
2026-06-30,pago_deuda,Pago Deuda,Pago deuda Santi,5000,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R818,media,,Q-FIN
2026-06-30,ingreso,Ingreso,Ingreso Jorge tio fer,30000,,,,Contabilidad v1/Transacciones/R819,alta,,
2026-06-16,deuda,Deuda,Máquinas,34499,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R820,media,,Q-FIN
2026-06-16,deuda,Deuda,Placas y seguro fredy,22902,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R821,media,,Q-FIN
2026-06-18,deuda,Deuda,sillas,10000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R822,media,,Q-FIN
2026-06-19,deuda,Deuda,Varios,63551,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R823,media,,Q-FIN
2026-06-16,gasto,Gasto,Máquinas,34499,,,,Contabilidad v1/Transacciones/R824,alta,,
2026-06-16,gasto,Gasto,Placas y seguro fredy,22902,,,,Contabilidad v1/Transacciones/R825,alta,,
2026-06-18,gasto,Gasto,sillas,10000,,,,Contabilidad v1/Transacciones/R826,alta,,
2026-06-19,gasto,Gasto,Varios,63551,,,,Contabilidad v1/Transacciones/R827,alta,,
2026-06-30,ingreso,Ingreso,Abono raritos zafiro,5000,,,,Contabilidad v1/Transacciones/R828,alta,,
2026-06-30,gasto,Gasto,Gasto MP,207.14000000000033,,,,Contabilidad v1/Transacciones/R829,alta,,
2026-06-25,deuda,Deuda,Placas,17000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R830,media,,Q-FIN
2026-06-25,gasto,Gasto,Placas,17000,,,,Contabilidad v1/Transacciones/R831,alta,,
2026-06-24,deuda,Deuda,Fredy,1320,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R832,media,,Q-FIN
2026-06-24,gasto,Gasto,Fredy,1320,,,,Contabilidad v1/Transacciones/R833,alta,,
2026-06-26,deuda,Deuda,Varios y sueldos,26700,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R834,media,,Q-FIN
2026-06-26,gasto,Gasto,Varios y sueldos,26700,,,,Contabilidad v1/Transacciones/R835,alta,,
2026-06-29,deuda,Deuda,El Norte,34220,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R836,media,,Q-FIN
2026-06-29,gasto,Gasto,El Norte,34220,,,,Contabilidad v1/Transacciones/R837,alta,,
2026-06-30,deuda,Deuda,dulces Mony,3000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R838,media,,Q-FIN
2026-06-30,gasto,Gasto,dulces Mony,3000,,,,Contabilidad v1/Transacciones/R839,alta,,
2026-06-30,deuda,Deuda,muebles,1280,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R840,media,,Q-FIN
2026-06-30,gasto,Gasto,muebles,1280,,,,Contabilidad v1/Transacciones/R841,alta,,
2026-06-30,deuda,Deuda,Amazon 2,200,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R842,media,,Q-FIN
2026-06-30,gasto,Gasto,Amazon 2,200,,,,Contabilidad v1/Transacciones/R843,alta,,
2026-06-30,deuda,Deuda,exhibidores 1,5642.63,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R844,media,,Q-FIN
2026-06-30,gasto,Gasto,exhibidores 1,5642.63,,,,Contabilidad v1/Transacciones/R845,alta,,
2026-06-30,deuda,Deuda,Costco 1,11000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R846,media,,Q-FIN
2026-06-30,gasto,Gasto,Costco 1,11000,,,,Contabilidad v1/Transacciones/R847,alta,,
2026-06-30,deuda,Deuda,fantasías Miguel,1300,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R848,media,,Q-FIN
2026-06-30,gasto,Gasto,fantasías Miguel,1300,,,,Contabilidad v1/Transacciones/R849,alta,,
2026-06-30,deuda,Deuda,props fotos,1000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R850,media,,Q-FIN
2026-06-30,gasto,Gasto,props fotos,1000,,,,Contabilidad v1/Transacciones/R851,alta,,
2026-06-30,deuda,Deuda,exhibidores 2,3500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R852,media,,Q-FIN
2026-06-30,gasto,Gasto,exhibidores 2,3500,,,,Contabilidad v1/Transacciones/R853,alta,,
2026-06-30,deuda,Deuda,Costco 2,5928.9,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R854,media,,Q-FIN
2026-06-30,gasto,Gasto,Costco 2,5928.9,,,,Contabilidad v1/Transacciones/R855,alta,,
2026-06-30,deuda,Deuda,tapiz,500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R856,media,,Q-FIN
2026-06-30,gasto,Gasto,tapiz,500,,,,Contabilidad v1/Transacciones/R857,alta,,
2026-06-30,deuda,Deuda,fashion show,3000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R858,media,,Q-FIN
2026-06-30,gasto,Gasto,fashion show,3000,,,,Contabilidad v1/Transacciones/R859,alta,,
2026-06-30,deuda,Deuda,Amazon 3,339.99,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R860,media,,Q-FIN
2026-06-30,gasto,Gasto,Amazon 3,339.99,,,,Contabilidad v1/Transacciones/R861,alta,,
2026-06-30,deuda,Deuda,Amazon 4,1460.68,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R862,media,,Q-FIN
2026-06-30,gasto,Gasto,Amazon 4,1460.68,,,,Contabilidad v1/Transacciones/R863,alta,,
2026-06-30,deuda,Deuda,Fredy ??,5500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R864,media,,Q-FIN
2026-06-30,gasto,Gasto,Fredy ??,5500,,,,Contabilidad v1/Transacciones/R865,alta,,
2026-06-30,deuda,Deuda,Churumbelas Wholesaler,25328.42,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R866,media,,Q-FIN
2026-06-30,gasto,Costo,Churumbelas Wholesaler,25328.42,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R867,alta,,
2026-06-30,ingreso,Ingreso,Marquise liquidación,19000,,,,Contabilidad v1/Transacciones/R868,alta,,
2026-06-19,ingreso,Ingreso,Manolo liquidación argollas,27500,,,,Contabilidad v1/Transacciones/R869,alta,,
2026-06-30,gasto,Gasto,Cash a cuenta,1000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R870,alta,,
2026-06-30,ingreso,Ingreso,Cash a cuenta,1000,efectivo,,,Contabilidad v1/Transacciones/R871,alta,,
2026-07-02,pago_deuda,Pago Deuda,Pago deuda fer,108115.45000000001,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R872,media,,Q-FIN
2026-07-03,deuda,Deuda,Deuda Santi limpiadora,200,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R873,media,,Q-FIN
2026-07-03,gasto,Gasto,Deuda Santi limpiadora,200,,,,Contabilidad v1/Transacciones/R874,alta,,
2026-07-03,deuda,Deuda,Moche sillas,300,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R875,media,,Q-FIN
2026-07-03,gasto,Gasto,Moche sillas,300,,,,Contabilidad v1/Transacciones/R876,alta,,
2026-07-04,gasto,Gasto,Amazon para Mine,3564.84,,,,Contabilidad v1/Transacciones/R877,alta,,
2026-07-04,gasto,Gasto,Renta cover,5000,,,,Contabilidad v1/Transacciones/R878,alta,,
2026-07-04,gasto,Gasto,Vidriero,2300,,,,Contabilidad v1/Transacciones/R879,alta,,
2026-07-04,deuda,Deuda,Renta,60000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R880,media,,Q-FIN
2026-07-04,gasto,Gasto,Renta,60000,,,,Contabilidad v1/Transacciones/R881,alta,,
2026-07-04,deuda,Deuda,Nóminas,23990,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R882,media,,Q-FIN
2026-07-04,gasto,Gasto,Nóminas,23990,,,,Contabilidad v1/Transacciones/R883,alta,,
2026-07-04,deuda,Deuda,Mine,6000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R884,media,,Q-FIN
2026-07-04,gasto,Gasto,Mine,6000,,,,Contabilidad v1/Transacciones/R885,alta,,
2026-07-04,pago_deuda,Pago Deuda,Deuda Fer liquidación,300,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R886,media,,Q-FIN
2026-07-04,pago_deuda,Pago Deuda,Deuda Santi liquidación,4423.390000000001,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R887,media,,Q-FIN
2026-07-04,gasto,Gasto,Aliexpress ching chong,4943.5,,,,Contabilidad v1/Transacciones/R888,alta,,
2026-07-04,gasto,Gasto,Fanny lastra rielera y mesa,5630,,,,Contabilidad v1/Transacciones/R889,alta,,
2026-07-04,gasto,Costo,Plata,3500,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R890,alta,,
2026-07-04,gasto,Gasto,Vernier y pila reloj,281.06,,,,Contabilidad v1/Transacciones/R891,alta,,
2026-07-04,gasto,Gasto,Gasto Ads Meta,7000,,,,Contabilidad v1/Transacciones/R892,alta,,
2026-07-04,gasto,Gasto,amazon,294.9,,,,Contabilidad v1/Transacciones/R893,alta,,
2026-07-04,gasto,Gasto,Vidriero,700,,,,Contabilidad v1/Transacciones/R894,alta,,
2026-07-10,ingreso,Ingreso,Ingreso anticipo anillo radiant pavé,20000,,Efectivo,,Contabilidad v1/Transacciones/R895,alta,,
2026-07-10,gasto,Costo,Agustin gasto,8000,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R896,alta,,
2026-07-10,gasto,Costo,Oro/Fanny,12000,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R897,alta,,
2026-07-10,deuda,Deuda,Chino diseño,235.68,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R898,media,,Q-FIN
2026-07-10,gasto,Gasto,Chino diseño,235.68,,,,Contabilidad v1/Transacciones/R899,alta,,
2026-07-11,ingreso,Ingreso,Ingreso Mau Rada Transf,12000,transferencia,,,Contabilidad v1/Transacciones/R900,alta,,
2026-07-11,ingreso,Ingreso,Ingreso Mau Rada Tarjeta,1500,tarjeta,,,Contabilidad v1/Transacciones/R901,alta,,
2026-07-11,gasto,Gasto,Comisiones MP,60.59999999999991,,,,Contabilidad v1/Transacciones/R902,alta,,
2026-07-11,gasto,Gasto,Gasto Ads Meta,14000,,,,Contabilidad v1/Transacciones/R903,alta,,
2026-07-11,deuda,Deuda,Deuda Fer Ads,500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R904,media,,Q-FIN
